CPU time, RAM usage, Time taken
7.646154,38216,24.68506932258606
7.471615,38280,23.466026306152344
7.858249999999999,38116,23.836534023284912
7.522187,36272,20.522421836853027
7.644214,36268,20.669476747512817
7.458803,36056,24.443728923797607
7.614376,36228,26.6233491897583
7.845289,38168,18.864734888076782
7.640643,40248,19.64115047454834
7.454594,36072,19.482263326644897
7.602774999999999,36240,21.660788774490356
7.479563,36032,16.47742486000061
7.777512999999999,40160,17.809067010879517
7.591404,38216,16.66453981399536
7.399019999999999,34216,21.46620535850525
7.4261989999999996,40120,20.46994924545288
7.598403,36240,20.6306312084198
7.491183,40324,18.48744821548462
7.470866,38180,16.523728132247925
7.464157999999999,36108,15.50191593170166
7.42367,38216,23.456989526748657
7.467983,38180,17.538074731826782
7.470743000000001,40264,20.484389543533325
7.638802999999999,38280,15.661642074584961
6.904287,36368,17.245726823806763
6.889319,38508,17.171525239944458
6.901305,36508,20.1775004863739
6.92117,40652,15.266253232955933
7.63493,36044,22.998987436294556
7.439448,34148,18.851022958755493
7.425866,36368,23.864409685134888
6.785736,34144,17.18144679069519
7.491013,38184,29.947361707687378
7.161821000000001,36484,19.62087631225586
7.340412,36420,15.764657258987427
7.182181,36508,19.609460830688477
7.083841,36096,22.515074729919434
